Row,Anon Student Id,Problem Name,Correct First Attempt,KC(Default)
338345,2716lls020qk,RATIO2-001,1,Calculate unit rate
338354,2716lls020qk,RATIO2-001,0,Calculate unit rate
338363,2716lls020qk,RATIO2-109,0,Calculate unit rate
338371,2716lls020qk,RATIO2-109,1,Calculate unit rate
338380,2716lls020qk,RATIO2-113,1,Calculate unit rate
338388,2716lls020qk,RATIO2-113,1,Calculate unit rate
338397,2716lls020qk,RATIO2-073,0,Calculate unit rate
338405,2716lls020qk,RATIO2-073,0,Calculate unit rate
338414,2716lls020qk,RATIO2-121,0,Calculate unit rate
338422,2716lls020qk,RATIO2-121,1,Calculate unit rate
338436,2716lls020qk,RATIO2-114,1,Calculate unit rate
338437,2716lls020qk,RATIO2-114,1,Calculate unit rate
338449,2716lls020qk,RATIO3-001,1,Calculate part in proportion with fractions
338462,2716lls020qk,RATIO3-074,1,Calculate total in proportion with fractions
338476,2716lls020qk,RATIO3-090,1,Calculate total in proportion with fractions
338494,2716lls020qk,RATIO3-200,1,Calculate part in proportion with fractions
338507,2716lls020qk,RATIO3-151,0,Calculate part in proportion with fractions
338520,2716lls020qk,RATIO3-132,1,Calculate total in proportion with fractions
338528,2716lls020qk,RATIO3-149,1,Calculate part in proportion with fractions
338540,2716lls020qk,RATIO3-176,1,Calculate part in proportion with fractions
338558,2716lls020qk,RATIO3-008,0,Calculate total in proportion with fractions
338571,2716lls020qk,RATIO3-166,1,Calculate total in proportion with fractions
338583,2716lls020qk,RATIO3-115,0,Calculate part in proportion with fractions
338595,2716lls020qk,RATIO3-026,0,Calculate total in proportion with fractions
338608,2716lls020qk,RATIO3-009,0,Calculate part in proportion with fractions
338620,2716lls020qk,RATIO3-135,0,Calculate part in proportion with fractions
338630,2716lls020qk,RATIO3-185,1,Calculate part in proportion with fractions
338645,2716lls020qk,RATIO3-060,1,Calculate total in proportion with fractions
341457,2716lls020qk,RATIONAL1-072,0,Plot terminating proper fraction
341461,2716lls020qk,RATIONAL1-272,1,Plot terminating proper fraction
341465,2716lls020qk,RATIONAL1-002,1,Plot whole number
341475,2716lls020qk,RATIONAL1-184,1,Plot imperfect radical
341476,2716lls020qk,RATIONAL1-283,0,Plot non-terminating improper fraction
341478,2716lls020qk,RATIONAL1-029,0,Plot decimal - thousandths
341480,2716lls020qk,RATIONAL1-190,1,Plot pi
341483,2716lls020qk,RATIONAL1-117,0,Plot non-terminating improper fraction
341487,2716lls020qk,RATIONAL1-299,1,Plot whole number
341491,2716lls020qk,RATIONAL1-101,1,Plot non-terminating improper fraction
341492,2716lls020qk,RATIONAL1-154,1,Plot decimal - thousandths
341494,2716lls020qk,RATIONAL1-248,0,Plot terminating proper fraction
341496,2716lls020qk,RATIONAL1-104,0,Plot terminating proper fraction
341497,2716lls020qk,RATIONAL1-148,1,Plot terminating proper fraction
341500,2716lls020qk,RATIONAL1-279,0,Plot imperfect radical
341502,2716lls020qk,RATIONAL1-041,1,Plot imperfect radical
341507,2716lls020qk,RATIONAL1-123,1,Plot non-terminating improper fraction
341509,2716lls020qk,RATIONAL1-265,1,Plot terminating proper fraction
341510,2716lls020qk,RATIONAL1-242,1,Plot pi
343694,2717vujol8qv,RATIO2-001,1,Calculate unit rate
343703,2717vujol8qv,RATIO2-001,0,Calculate unit rate
343715,2717vujol8qv,RATIO2-168,0,Calculate unit rate
343719,2717vujol8qv,RATIO2-168,0,Calculate unit rate
343728,2717vujol8qv,RATIO2-195,0,Calculate unit rate
343736,2717vujol8qv,RATIO2-195,1,Calculate unit rate
343745,2717vujol8qv,RATIO2-098,1,Calculate unit rate
343753,2717vujol8qv,RATIO2-098,1,Calculate unit rate
343767,2717vujol8qv,RATIO3-001,1,Calculate part in proportion with fractions
343781,2717vujol8qv,RATIO3-024,1,Calculate total in proportion with fractions
343794,2717vujol8qv,RATIO3-166,1,Calculate total in proportion with fractions
343807,2717vujol8qv,RATIO3-200,0,Calculate part in proportion with fractions
343810,2717vujol8qv,RATIO3-200,0,Calculate part in proportion with fractions
343823,2717vujol8qv,RATIO3-181,0,Calculate part in proportion with fractions
343835,2717vujol8qv,RATIO3-083,0,Calculate part in proportion with fractions
343847,2717vujol8qv,RATIO3-107,0,Calculate total in proportion with fractions
343860,2717vujol8qv,RATIO3-161,1,Calculate part in proportion with fractions
343872,2717vujol8qv,RATIO3-082,1,Calculate part in proportion with fractions
343885,2717vujol8qv,RATIO3-142,1,Calculate total in proportion with fractions
343897,2717vujol8qv,RATIO3-194,1,Calculate total in proportion with fractions
343909,2717vujol8qv,RATIO3-033,1,Calculate part in proportion with fractions
343921,2717vujol8qv,RATIO3-047,1,Calculate part in proportion with fractions
343933,2717vujol8qv,RATIO3-127,1,Calculate total in proportion with fractions
343945,2717vujol8qv,RATIO3-098,1,Calculate part in proportion with fractions
343957,2717vujol8qv,RATIO3-118,1,Calculate part in proportion with fractions
346479,2718jrcwcczt,RATIO2-001,1,Calculate unit rate
346490,2718jrcwcczt,RATIO2-001,0,Calculate unit rate
346497,2718jrcwcczt,RATIO2-048,1,Calculate unit rate
346505,2718jrcwcczt,RATIO2-048,1,Calculate unit rate
346524,2718jrcwcczt,RATIO2-114,0,Calculate unit rate
346525,2718jrcwcczt,RATIO2-114,0,Calculate unit rate
346541,2718jrcwcczt,RATIO2-099,0,Calculate unit rate
346542,2718jrcwcczt,RATIO2-099,1,Calculate unit rate
346551,2718jrcwcczt,RATIO2-170,1,Calculate unit rate
346559,2718jrcwcczt,RATIO2-170,1,Calculate unit rate
346566,2718jrcwcczt,RATIO2-004,1,Calculate unit rate
346576,2718jrcwcczt,RATIO2-004,1,Calculate unit rate
346585,2718jrcwcczt,RATIO2-100,1,Calculate unit rate
346591,2718jrcwcczt,RATIO2-100,1,Calculate unit rate
346605,2718jrcwcczt,RATIO3-001,1,Calculate part in proportion with fractions
346618,2718jrcwcczt,RATIO3-020,0,Calculate total in proportion with fractions
346630,2718jrcwcczt,RATIO3-193,1,Calculate part in proportion with fractions
346643,2718jrcwcczt,RATIO3-183,1,Calculate total in proportion with fractions
346655,2718jrcwcczt,RATIO3-173,1,Calculate part in proportion with fractions
346667,2718jrcwcczt,RATIO3-153,1,Calculate part in proportion with fractions
346679,2718jrcwcczt,RATIO3-050,1,Calculate total in proportion with fractions
346691,2718jrcwcczt,RATIO3-069,1,Calculate part in proportion with fractions
346703,2718jrcwcczt,RATIO3-136,1,Calculate total in proportion with fractions
346715,2718jrcwcczt,RATIO3-186,1,Calculate part in proportion with fractions
346727,2718jrcwcczt,RATIO3-118,1,Calculate part in proportion with fractions
346738,2718jrcwcczt,RATIO3-106,1,Calculate total in proportion with fractions
346751,2718jrcwcczt,RATIO3-036,1,Calculate part in proportion with fractions
346763,2718jrcwcczt,RATIO3-028,0,Calculate total in proportion with fractions
346776,2718jrcwcczt,RATIO3-188,1,Calculate part in proportion with fractions
346788,2718jrcwcczt,RATIO3-091,1,Calculate total in proportion with fractions
349592,2718jrcwcczt,RATIONAL1-183,0,Plot imperfect radical
349593,2718jrcwcczt,RATIONAL1-045,1,Plot pi
349601,2718jrcwcczt,RATIONAL1-181,0,Plot terminating proper fraction
349605,2718jrcwcczt,RATIONAL1-186,1,Plot terminating proper fraction
349606,2718jrcwcczt,RATIONAL1-055,1,Plot whole number
349610,2718jrcwcczt,RATIONAL1-029,0,Plot decimal - thousandths
349611,2718jrcwcczt,RATIONAL1-014,1,Plot non-terminating improper fraction
349612,2718jrcwcczt,RATIONAL1-299,0,Plot whole number
349620,2718jrcwcczt,RATIONAL1-200,1,Plot imperfect radical
349623,2718jrcwcczt,RATIONAL1-253,0,Plot terminating proper fraction
349624,2718jrcwcczt,RATIONAL1-007,1,Plot non-terminating improper fraction
349626,2718jrcwcczt,RATIONAL1-204,0,Plot terminating proper fraction
349629,2718jrcwcczt,RATIONAL1-298,1,Plot whole number
349634,2718jrcwcczt,RATIONAL1-225,1,Plot decimal - thousandths
349636,2718jrcwcczt,RATIONAL1-143,1,Plot terminating proper fraction
352663,2718zd506kaa,RATIO2-001,1,Calculate unit rate
352673,2718zd506kaa,RATIO2-001,0,Calculate unit rate
352686,2718zd506kaa,RATIO2-063,1,Calculate unit rate
352688,2718zd506kaa,RATIO2-063,1,Calculate unit rate
352702,2718zd506kaa,RATIO2-023,1,Calculate unit rate
352703,2718zd506kaa,RATIO2-023,1,Calculate unit rate
352720,2718zd506kaa,RATIO3-001,1,Calculate part in proportion with fractions
352729,2718zd506kaa,RATIO3-061,0,Calculate total in proportion with fractions
352746,2718zd506kaa,RATIO3-130,1,Calculate total in proportion with fractions
352759,2718zd506kaa,RATIO3-048,0,Calculate part in proportion with fractions
352771,2718zd506kaa,RATIO3-029,1,Calculate part in proportion with fractions
352783,2718zd506kaa,RATIO3-033,1,Calculate part in proportion with fractions
352795,2718zd506kaa,RATIO3-006,1,Calculate total in proportion with fractions
352807,2718zd506kaa,RATIO3-192,1,Calculate total in proportion with fractions
352819,2718zd506kaa,RATIO3-170,1,Calculate part in proportion with fractions
352831,2718zd506kaa,RATIO3-051,1,Calculate part in proportion with fractions
352843,2718zd506kaa,RATIO3-154,1,Calculate total in proportion with fractions
352855,2718zd506kaa,RATIO3-093,0,Calculate total in proportion with fractions
352867,2718zd506kaa,RATIO3-075,1,Calculate total in proportion with fractions
352880,2718zd506kaa,RATIO3-193,1,Calculate part in proportion with fractions
352892,2718zd506kaa,RATIO3-175,1,Calculate total in proportion with fractions
352904,2718zd506kaa,RATIO3-084,1,Calculate part in proportion with fractions
355291,2718zd506kaa,RATIONAL1-300,1,Plot whole number
355294,2718zd506kaa,RATIONAL1-248,0,Plot terminating proper fraction
355296,2718zd506kaa,RATIONAL1-180,1,Plot terminating proper fraction
355298,2718zd506kaa,RATIONAL1-118,0,Plot non-terminating improper fraction
355302,2718zd506kaa,RATIONAL1-193,0,Plot imperfect radical
355312,2718zd506kaa,RATIONAL1-244,0,Plot terminating proper fraction
355316,2718zd506kaa,RATIONAL1-212,0,Plot imperfect radical
355318,2718zd506kaa,RATIONAL1-283,0,Plot non-terminating improper fraction
355324,2718zd506kaa,RATIONAL1-284,0,Plot pi
355325,2718zd506kaa,RATIONAL1-290,1,Plot decimal - thousandths
355327,2718zd506kaa,RATIONAL1-062,0,Plot terminating proper fraction
355332,2718zd506kaa,RATIONAL1-101,1,Plot non-terminating improper fraction
355333,2718zd506kaa,RATIONAL1-055,1,Plot whole number
355336,2718zd506kaa,RATIONAL1-138,0,Plot imperfect radical
355337,2718zd506kaa,RATIONAL1-265,1,Plot terminating proper fraction
355345,2718zd506kaa,RATIONAL1-090,0,Plot imperfect radical
355346,2718zd506kaa,RATIONAL1-045,0,Plot pi
355348,2718zd506kaa,RATIONAL1-221,1,Plot non-terminating improper fraction
359422,271a4jzl61kh,RATIO2-001,1,Calculate unit rate
359433,271a4jzl61kh,RATIO2-001,0,Calculate unit rate
359447,271a4jzl61kh,RATIO2-096,1,Calculate unit rate
359450,271a4jzl61kh,RATIO2-096,1,Calculate unit rate
359459,271a4jzl61kh,RATIO2-179,0,Calculate unit rate
359467,271a4jzl61kh,RATIO2-179,1,Calculate unit rate
359483,271a4jzl61kh,RATIO2-052,0,Calculate unit rate
359484,271a4jzl61kh,RATIO2-052,0,Calculate unit rate
359498,271a4jzl61kh,RATIO2-107,1,Calculate unit rate
359499,271a4jzl61kh,RATIO2-107,1,Calculate unit rate
359513,271a4jzl61kh,RATIO3-001,1,Calculate part in proportion with fractions
359525,271a4jzl61kh,RATIO3-119,0,Calculate total in proportion with fractions
359537,271a4jzl61kh,RATIO3-130,1,Calculate total in proportion with fractions
359549,271a4jzl61kh,RATIO3-161,1,Calculate part in proportion with fractions
359561,271a4jzl61kh,RATIO3-135,1,Calculate part in proportion with fractions
359573,271a4jzl61kh,RATIO3-052,1,Calculate total in proportion with fractions
359585,271a4jzl61kh,RATIO3-066,1,Calculate total in proportion with fractions
359597,271a4jzl61kh,RATIO3-083,1,Calculate part in proportion with fractions
359609,271a4jzl61kh,RATIO3-146,1,Calculate total in proportion with fractions
359621,271a4jzl61kh,RATIO3-172,1,Calculate part in proportion with fractions
359633,271a4jzl61kh,RATIO3-134,1,Calculate part in proportion with fractions
359645,271a4jzl61kh,RATIO3-040,1,Calculate part in proportion with fractions
359657,271a4jzl61kh,RATIO3-068,1,Calculate total in proportion with fractions
359669,271a4jzl61kh,RATIO3-048,1,Calculate part in proportion with fractions
362370,271a4jzl61kh,RATIONAL1-196,0,Plot decimal - thousandths
362372,271a4jzl61kh,RATIONAL1-123,0,Plot non-terminating improper fraction
362374,271a4jzl61kh,RATIONAL1-256,0,Plot imperfect radical
362376,271a4jzl61kh,RATIONAL1-254,0,Plot pi
362383,271a4jzl61kh,RATIONAL1-253,1,Plot terminating proper fraction
362390,271a4jzl61kh,RATIONAL1-184,0,Plot imperfect radical
362395,271a4jzl61kh,RATIONAL1-298,1,Plot whole number
362405,271a4jzl61kh,RATIONAL1-174,0,Plot terminating proper fraction
362406,271a4jzl61kh,RATIONAL1-106,1,Plot whole number
362409,271a4jzl61kh,RATIONAL1-100,1,Plot non-terminating improper fraction
362412,271a4jzl61kh,RATIONAL1-090,0,Plot imperfect radical
362417,271a4jzl61kh,RATIONAL1-046,1,Plot terminating proper fraction
362419,271a4jzl61kh,RATIONAL1-280,1,Plot decimal - thousandths
362425,271a4jzl61kh,RATIONAL1-207,0,Plot pi
362426,271a4jzl61kh,RATIONAL1-300,1,Plot whole number
362428,271a4jzl61kh,RATIONAL1-193,0,Plot imperfect radical
362430,271a4jzl61kh,RATIONAL1-212,0,Plot imperfect radical
364236,271g7beuc4s1,RATIO2-001,1,Calculate unit rate
364246,271g7beuc4s1,RATIO2-001,0,Calculate unit rate
364258,271g7beuc4s1,RATIO2-096,1,Calculate unit rate
364262,271g7beuc4s1,RATIO2-096,0,Calculate unit rate
364275,271g7beuc4s1,RATIO2-003,1,Calculate unit rate
364279,271g7beuc4s1,RATIO2-003,1,Calculate unit rate
364292,271g7beuc4s1,RATIO2-126,0,Calculate unit rate
364297,271g7beuc4s1,RATIO2-126,1,Calculate unit rate
364310,271g7beuc4s1,RATIO2-083,1,Calculate unit rate
364313,271g7beuc4s1,RATIO2-083,1,Calculate unit rate
364328,271g7beuc4s1,RATIO3-001,1,Calculate part in proportion with fractions
364340,271g7beuc4s1,RATIO3-119,1,Calculate total in proportion with fractions
364352,271g7beuc4s1,RATIO3-098,1,Calculate part in proportion with fractions
364364,271g7beuc4s1,RATIO3-031,1,Calculate total in proportion with fractions
364376,271g7beuc4s1,RATIO3-053,1,Calculate total in proportion with fractions
364388,271g7beuc4s1,RATIO3-133,1,Calculate part in proportion with fractions
364401,271g7beuc4s1,RATIO3-188,0,Calculate part in proportion with fractions
364413,271g7beuc4s1,RATIO3-122,1,Calculate part in proportion with fractions
364424,271g7beuc4s1,RATIO3-184,1,Calculate part in proportion with fractions
364437,271g7beuc4s1,RATIO3-106,1,Calculate total in proportion with fractions
364450,271g7beuc4s1,RATIO3-107,0,Calculate total in proportion with fractions
364462,271g7beuc4s1,RATIO3-066,1,Calculate total in proportion with fractions
364474,271g7beuc4s1,RATIO3-154,1,Calculate total in proportion with fractions
364484,271g7beuc4s1,RATIO3-087,1,Calculate part in proportion with fractions
364498,271g7beuc4s1,RATIO3-116,1,Calculate part in proportion with fractions
364510,271g7beuc4s1,RATIO3-179,0,Calculate part in proportion with fractions
366996,271g7beuc4s1,RATIONAL1-299,1,Plot whole number
366998,271g7beuc4s1,RATIONAL1-007,0,Plot non-terminating improper fraction
366999,271g7beuc4s1,RATIONAL1-273,1,Plot imperfect radical
367004,271g7beuc4s1,RATIONAL1-180,0,Plot terminating proper fraction
367007,271g7beuc4s1,RATIONAL1-272,0,Plot terminating proper fraction
367013,271g7beuc4s1,RATIONAL1-104,0,Plot terminating proper fraction
367015,271g7beuc4s1,RATIONAL1-157,1,Plot terminating proper fraction
367021,271g7beuc4s1,RATIONAL1-014,0,Plot non-terminating improper fraction
367022,271g7beuc4s1,RATIONAL1-159,1,Plot decimal - thousandths
367023,271g7beuc4s1,RATIONAL1-045,1,Plot pi
367027,271g7beuc4s1,RATIONAL1-100,1,Plot non-terminating improper fraction
367037,271g7beuc4s1,RATIONAL1-271,1,Plot whole number
367038,271g7beuc4s1,RATIONAL1-253,0,Plot terminating proper fraction
367041,271g7beuc4s1,RATIONAL1-265,1,Plot terminating proper fraction
367045,271g7beuc4s1,RATIONAL1-096,0,Plot imperfect radical
367046,271g7beuc4s1,RATIONAL1-137,0,Plot imperfect radical
367047,271g7beuc4s1,RATIONAL1-229,1,Plot imperfect radical
367054,271g7beuc4s1,RATIONAL1-072,1,Plot terminating proper fraction
369973,271g7beuc4s1,M3X+Y=16&Y=X+4,0,"Finding the intersection, Mixed"
374602,271g8nye4tne,RATIO2-001,1,Calculate unit rate
374612,271g8nye4tne,RATIO2-001,0,Calculate unit rate
374619,271g8nye4tne,RATIO2-096,1,Calculate unit rate
374627,271g8nye4tne,RATIO2-096,1,Calculate unit rate
374636,271g8nye4tne,RATIO2-019,1,Calculate unit rate
374644,271g8nye4tne,RATIO2-019,1,Calculate unit rate
374658,271g8nye4tne,RATIO3-001,1,Calculate part in proportion with fractions
374671,271g8nye4tne,RATIO3-127,0,Calculate total in proportion with fractions
374679,271g8nye4tne,RATIO3-166,1,Calculate total in proportion with fractions
374696,271g8nye4tne,RATIO3-179,0,Calculate part in proportion with fractions
374708,271g8nye4tne,RATIO3-040,1,Calculate part in proportion with fractions
374720,271g8nye4tne,RATIO3-005,1,Calculate total in proportion with fractions
374732,271g8nye4tne,RATIO3-047,1,Calculate part in proportion with fractions
374744,271g8nye4tne,RATIO3-143,1,Calculate part in proportion with fractions
374756,271g8nye4tne,RATIO3-114,1,Calculate total in proportion with fractions
374768,271g8nye4tne,RATIO3-061,1,Calculate total in proportion with fractions
374780,271g8nye4tne,RATIO3-130,1,Calculate total in proportion with fractions
374792,271g8nye4tne,RATIO3-099,1,Calculate part in proportion with fractions
374804,271g8nye4tne,RATIO3-178,1,Calculate total in proportion with fractions
374816,271g8nye4tne,RATIO3-134,1,Calculate part in proportion with fractions
374828,271g8nye4tne,RATIO3-140,1,Calculate total in proportion with fractions
374840,271g8nye4tne,RATIO3-102,1,Calculate part in proportion with fractions
376838,271g8nye4tne,RATIONAL1-272,1,Plot terminating proper fraction
376840,271g8nye4tne,RATIONAL1-299,1,Plot whole number
376853,271g8nye4tne,RATIONAL1-106,1,Plot whole number
376855,271g8nye4tne,RATIONAL1-184,0,Plot imperfect radical
376856,271g8nye4tne,RATIONAL1-249,1,Plot non-terminating improper fraction
376859,271g8nye4tne,RATIONAL1-090,1,Plot imperfect radical
376861,271g8nye4tne,RATIONAL1-262,0,Plot decimal - thousandths
376864,271g8nye4tne,RATIONAL1-122,1,Plot pi
376865,271g8nye4tne,RATIONAL1-253,1,Plot terminating proper fraction
376874,271g8nye4tne,RATIONAL1-280,1,Plot decimal - thousandths
376878,271g8nye4tne,RATIONAL1-153,1,Plot terminating proper fraction
376879,271g8nye4tne,RATIONAL1-300,1,Plot whole number
376883,271g8nye4tne,RATIONAL1-221,1,Plot non-terminating improper fraction
376888,271g8nye4tne,RATIONAL1-279,1,Plot imperfect radical
376889,271g8nye4tne,RATIONAL1-156,1,Plot pi
376891,271g8nye4tne,RATIONAL1-241,0,Plot decimal - thousandths
376892,271g8nye4tne,RATIONAL1-290,0,Plot decimal - thousandths
376894,271g8nye4tne,RATIONAL1-225,0,Plot decimal - thousandths
384834,271kk1i29e9b,RATIO2-001,1,Calculate unit rate
384841,271kk1i29e9b,RATIO2-001,0,Calculate unit rate
384848,271kk1i29e9b,RATIO2-142,1,Calculate unit rate
384856,271kk1i29e9b,RATIO2-142,1,Calculate unit rate
384865,271kk1i29e9b,RATIO2-128,1,Calculate unit rate
384876,271kk1i29e9b,RATIO2-128,0,Calculate unit rate
384885,271kk1i29e9b,RATIO2-172,0,Calculate unit rate
384894,271kk1i29e9b,RATIO2-172,0,Calculate unit rate
384901,271kk1i29e9b,RATIO2-042,1,Calculate unit rate
384912,271kk1i29e9b,RATIO2-042,0,Calculate unit rate
384922,271kk1i29e9b,RATIO2-056,0,Calculate unit rate
384928,271kk1i29e9b,RATIO2-056,1,Calculate unit rate
384943,271kk1i29e9b,RATIO3-001,1,Calculate part in proportion with fractions
384955,271kk1i29e9b,RATIO3-192,0,Calculate total in proportion with fractions
384969,271kk1i29e9b,RATIO3-183,1,Calculate total in proportion with fractions
384982,271kk1i29e9b,RATIO3-044,1,Calculate part in proportion with fractions
384994,271kk1i29e9b,RATIO3-003,1,Calculate total in proportion with fractions
385007,271kk1i29e9b,RATIO3-159,1,Calculate part in proportion with fractions
385020,271kk1i29e9b,RATIO3-050,0,Calculate total in proportion with fractions
385033,271kk1i29e9b,RATIO3-162,1,Calculate part in proportion with fractions
385046,271kk1i29e9b,RATIO3-053,0,Calculate total in proportion with fractions
385058,271kk1i29e9b,RATIO3-147,1,Calculate total in proportion with fractions
385070,271kk1i29e9b,RATIO3-194,1,Calculate total in proportion with fractions
385083,271kk1i29e9b,RATIO3-048,1,Calculate part in proportion with fractions
385096,271kk1i29e9b,RATIO3-197,1,Calculate total in proportion with fractions
385108,271kk1i29e9b,RATIO3-065,1,Calculate total in proportion with fractions
385120,271kk1i29e9b,RATIO3-070,1,Calculate total in proportion with fractions
385132,271kk1i29e9b,RATIO3-170,1,Calculate part in proportion with fractions
389002,271kkw1i357t,RATIO2-001,1,Calculate unit rate
389013,271kkw1i357t,RATIO2-001,0,Calculate unit rate
389023,271kkw1i357t,RATIO2-147,0,Calculate unit rate
389029,271kkw1i357t,RATIO2-147,0,Calculate unit rate
389038,271kkw1i357t,RATIO2-187,1,Calculate unit rate
389047,271kkw1i357t,RATIO2-187,0,Calculate unit rate
389056,271kkw1i357t,RATIO2-162,1,Calculate unit rate
389067,271kkw1i357t,RATIO2-162,0,Calculate unit rate
389083,271kkw1i357t,RATIO2-003,1,Calculate unit rate
389084,271kkw1i357t,RATIO2-003,1,Calculate unit rate
389096,271kkw1i357t,RATIO3-001,1,Calculate part in proportion with fractions
389109,271kkw1i357t,RATIO3-079,1,Calculate total in proportion with fractions
389121,271kkw1i357t,RATIO3-106,1,Calculate total in proportion with fractions
389133,271kkw1i357t,RATIO3-161,0,Calculate part in proportion with fractions
389145,271kkw1i357t,RATIO3-174,1,Calculate part in proportion with fractions
389157,271kkw1i357t,RATIO3-002,1,Calculate part in proportion with fractions
389169,271kkw1i357t,RATIO3-148,1,Calculate total in proportion with fractions
389181,271kkw1i357t,RATIO3-025,1,Calculate part in proportion with fractions
389193,271kkw1i357t,RATIO3-050,1,Calculate total in proportion with fractions
389205,271kkw1i357t,RATIO3-142,1,Calculate total in proportion with fractions
389217,271kkw1i357t,RATIO3-126,1,Calculate part in proportion with fractions
389229,271kkw1i357t,RATIO3-103,1,Calculate part in proportion with fractions
389241,271kkw1i357t,RATIO3-119,1,Calculate total in proportion with fractions
389253,271kkw1i357t,RATIO3-130,1,Calculate total in proportion with fractions
389265,271kkw1i357t,RATIO3-069,1,Calculate part in proportion with fractions
389277,271kkw1i357t,RATIO3-150,1,Calculate part in proportion with fractions
392363,271l6xuybjzm,RATIO2-001,1,Calculate unit rate
392373,271l6xuybjzm,RATIO2-001,0,Calculate unit rate
392383,271l6xuybjzm,RATIO2-004,1,Calculate unit rate
392390,271l6xuybjzm,RATIO2-004,1,Calculate unit rate
392397,271l6xuybjzm,RATIO2-190,1,Calculate unit rate
392405,271l6xuybjzm,RATIO2-190,1,Calculate unit rate
392416,271l6xuybjzm,RATIO2-105,0,Calculate unit rate
392422,271l6xuybjzm,RATIO2-105,1,Calculate unit rate
392436,271l6xuybjzm,RATIO2-151,1,Calculate unit rate
392441,271l6xuybjzm,RATIO2-151,1,Calculate unit rate
392453,271l6xuybjzm,RATIO3-001,1,Calculate part in proportion with fractions
392466,271l6xuybjzm,RATIO3-065,1,Calculate total in proportion with fractions
392479,271l6xuybjzm,RATIO3-081,1,Calculate total in proportion with fractions
392491,271l6xuybjzm,RATIO3-155,1,Calculate part in proportion with fractions
392503,271l6xuybjzm,RATIO3-159,1,Calculate part in proportion with fractions
392515,271l6xuybjzm,RATIO3-195,0,Calculate total in proportion with fractions
392527,271l6xuybjzm,RATIO3-106,1,Calculate total in proportion with fractions
392539,271l6xuybjzm,RATIO3-012,0,Calculate part in proportion with fractions
394272,271l6xuybjzm,RATIONAL1-134,0,Plot terminating proper fraction
394275,271l6xuybjzm,RATIONAL1-265,1,Plot terminating proper fraction
394277,271l6xuybjzm,RATIONAL1-300,1,Plot whole number
394281,271l6xuybjzm,RATIONAL1-054,0,Plot imperfect radical
394284,271l6xuybjzm,RATIONAL1-096,1,Plot imperfect radical
394285,271l6xuybjzm,RATIONAL1-159,0,Plot decimal - thousandths
394286,271l6xuybjzm,RATIONAL1-287,0,Plot non-terminating improper fraction
394287,271l6xuybjzm,RATIONAL1-122,1,Plot pi
394288,271l6xuybjzm,RATIONAL1-118,1,Plot non-terminating improper fraction
394290,271l6xuybjzm,RATIONAL1-002,1,Plot whole number
394293,271l6xuybjzm,RATIONAL1-022,1,Plot terminating proper fraction
394296,271l6xuybjzm,RATIONAL1-029,0,Plot decimal - thousandths
394312,271l6xuybjzm,RATIONAL1-262,0,Plot decimal - thousandths
394313,271l6xuybjzm,RATIONAL1-245,0,Plot terminating proper fraction
394315,271l6xuybjzm,RATIONAL1-279,1,Plot imperfect radical
397865,271lyut5ftpl,RATIO2-001,1,Calculate unit rate
397876,271lyut5ftpl,RATIO2-001,0,Calculate unit rate
397884,271lyut5ftpl,RATIO2-112,0,Calculate unit rate
397891,271lyut5ftpl,RATIO2-112,1,Calculate unit rate
397902,271lyut5ftpl,RATIO2-102,0,Calculate unit rate
397908,271lyut5ftpl,RATIO2-102,1,Calculate unit rate
397918,271lyut5ftpl,RATIO2-036,1,Calculate unit rate
397927,271lyut5ftpl,RATIO2-036,0,Calculate unit rate
397936,271lyut5ftpl,RATIO2-184,0,Calculate unit rate
397943,271lyut5ftpl,RATIO2-184,0,Calculate unit rate
397951,271lyut5ftpl,RATIO2-129,1,Calculate unit rate
397959,271lyut5ftpl,RATIO2-129,1,Calculate unit rate
397972,271lyut5ftpl,RATIO3-001,1,Calculate part in proportion with fractions
397982,271lyut5ftpl,RATIO3-043,0,Calculate total in proportion with fractions
397988,271lyut5ftpl,RATIO3-043,0,Calculate total in proportion with fractions
398001,271lyut5ftpl,RATIO3-114,0,Calculate total in proportion with fractions
398014,271lyut5ftpl,RATIO3-144,0,Calculate part in proportion with fractions
398027,271lyut5ftpl,RATIO3-129,0,Calculate part in proportion with fractions
398040,271lyut5ftpl,RATIO3-078,0,Calculate total in proportion with fractions
398053,271lyut5ftpl,RATIO3-046,0,Calculate part in proportion with fractions
398066,271lyut5ftpl,RATIO3-074,0,Calculate total in proportion with fractions
398079,271lyut5ftpl,RATIO3-026,0,Calculate total in proportion with fractions
398092,271lyut5ftpl,RATIO3-150,0,Calculate part in proportion with fractions
398105,271lyut5ftpl,RATIO3-004,0,Calculate part in proportion with fractions
398118,271lyut5ftpl,RATIO3-049,0,Calculate total in proportion with fractions
398131,271lyut5ftpl,RATIO3-054,0,Calculate total in proportion with fractions
398143,271lyut5ftpl,RATIO3-130,1,Calculate total in proportion with fractions
398156,271lyut5ftpl,RATIO3-131,0,Calculate part in proportion with fractions
398169,271lyut5ftpl,RATIO3-100,0,Calculate part in proportion with fractions
400172,271sh0usk0ch,RATIO2-001,0,Calculate unit rate
400181,271sh0usk0ch,RATIO2-001,1,Calculate unit rate
400189,271sh0usk0ch,RATIO2-061,1,Calculate unit rate
400197,271sh0usk0ch,RATIO2-061,1,Calculate unit rate
